action_taken,loan_type,loan_amount,income,debt_to_income_ratio,loan_to_value_ratio,interest_rate,property_value,loan_term,loan_type.1,loan_purpose,occupancy_type,applicant_age,negative_amortization,rate_spread,derived_race_2 or more minority races,derived_race_American Indian or Alaska Native,derived_race_Asian,derived_race_Black or African American,derived_race_Free Form Text Only,derived_race_Joint,derived_race_Native Hawaiian or Other Pacific Islander,derived_race_Race Not Available,derived_race_White,derived_sex_Female,derived_sex_Joint,derived_sex_Male,derived_sex_Sex Not Available,y_pred
1,1,125000.0,145.0,25.0,22.727,2.99,555000.0,180.0,1,4,1,50.0,2,-1.34,False,False,False,False,False,False,False,False,True,False,True,False,False,1
1,2,65000.0,58.0,25.0,96.5,4.25,65000.0,360.0,2,1,1,23.0,2,1.034,False,False,False,False,False,False,False,False,True,True,False,False,False,1
1,1,105000.0,74.0,39.0,44.0,4.74,225000.0,300.0,1,2,1,60.0,2,0.34,False,False,False,False,False,False,False,False,True,False,True,False,False,1
1,1,145000.0,,25.0,45.85,3.375,325000.0,180.0,1,31,1,40.0,2,0.291,False,False,False,False,False,False,False,False,True,False,True,False,False,1
5,1,145000.0,220.0,,,,,360.0,1,2,1,50.0,2,,False,False,False,False,False,False,False,False,True,True,False,False,False,1
1,1,165000.0,115.0,,,,,,1,1,1,50.0,1111,,False,False,False,False,False,False,False,False,True,True,False,False,False,1
6,1,745000.0,287.0,,,3.875,1405000.0,360.0,1,32,1,70.0,2,,False,False,False,False,False,False,False,False,True,False,True,False,False,1
3,1,315000.0,,,44.714,,705000.0,360.0,1,32,1,50.0,2,,False,False,False,False,False,False,False,False,True,False,False,True,False,1
5,2,65000.0,20.0,,,,,360.0,2,32,1,40.0,2,,False,False,False,False,False,False,False,False,True,False,False,True,False,1
5,1,85000.0,155.0,,,,,,1,4,1,50.0,2,,False,False,False,False,False,False,False,False,True,False,True,False,False,1
1,1,255000.0,,33.0,64.94,5.24,385000.0,360.0,1,31,1,40.0,2,0.73,False,False,False,False,False,True,False,False,False,False,True,False,False,1
4,1,25000.0,120.0,,,,,240.0,1,2,1,40.0,2,,False,False,False,False,False,False,False,False,True,True,False,False,False,1
2,1,305000.0,1143.0,10.0,70.686,5.625,3955000.0,361.0,1,2,1,40.0,2,1.115,False,False,False,False,False,False,False,False,True,False,True,False,False,1
1,4,165000.0,46.0,39.0,97.47,4.5,175000.0,360.0,4,1,1,23.0,2,0.59,False,False,False,False,False,False,False,False,True,True,False,False,False,1
1,1,1505000.0,,38.0,71.429,2.75,2105000.0,360.0,1,32,1,40.0,2,-0.741,False,False,False,False,False,False,False,False,True,False,True,False,False,1
1,1,175000.0,208.0,25.0,82.876,4.75,305000.0,300.0,1,31,1,60.0,2,0.35,False,False,False,False,False,False,False,False,True,False,True,False,False,1
1,1,175000.0,450.0,25.0,80.0,5.625,1105000.0,361.0,1,2,1,40.0,2,0.585,False,False,False,False,False,False,False,False,True,False,True,False,False,1
1,1,515000.0,182.0,25.0,59.302,3.625,865000.0,360.0,1,31,1,70.0,2,0.009,False,False,False,False,False,False,False,False,True,False,True,False,False,1
1,1,85000.0,184.0,10.0,56.667,3.99,155000.0,180.0,1,1,1,50.0,2,0.76,False,False,False,False,False,False,False,False,True,False,True,False,False,1
1,1,1005000.0,426.0,40.0,47.61,3.99,2105000.0,360.0,1,31,1,80.0,2,-1.21,False,False,False,False,False,False,False,False,True,True,False,False,False,1
1,1,65000.0,28.0,33.0,50.0,4.0,135000.0,180.0,1,1,1,23.0,2,0.945,False,False,False,False,False,False,False,False,True,False,False,True,False,1
4,1,105000.0,57.0,,,,,,1,4,1,30.0,2,,False,False,False,False,False,False,False,False,True,True,False,False,False,1
1,1,515000.0,679.0,25.0,26.41,3.75,1955000.0,311.0,1,32,1,50.0,2,-0.035,False,False,False,False,False,False,False,False,True,False,False,True,False,1
1,1,755000.0,250.0,36.0,37.5,5.0,2005000.0,360.0,1,4,1,70.0,2,-0.17,False,False,False,False,False,False,False,False,True,False,True,False,False,1
2,1,375000.0,195.0,25.0,41.56,3.5,905000.0,360.0,1,31,1,70.0,2,-0.321,False,False,False,False,False,False,False,False,True,True,False,False,False,1
1,4,165000.0,59.0,33.0,101.01,4.0,165000.0,360.0,4,1,1,40.0,2,0.672,False,False,False,False,False,False,False,False,True,False,False,True,False,1
1,1,105000.0,133.0,25.0,74.0,4.59,225000.0,300.0,1,2,1,50.0,2,0.14,False,False,False,False,False,False,False,False,True,False,False,True,False,1
1,3,195000.0,,10.0,172.15,3.625,,360.0,3,31,1,50.0,2,0.095,False,False,False,False,False,False,False,False,True,False,True,False,False,1
3,1,385000.0,180.0,33.0,71.376,,545000.0,180.0,1,32,1,60.0,2,,False,False,False,False,False,False,False,False,True,False,True,False,False,1
6,1,245000.0,139.0,,,4.0,565000.0,180.0,1,31,1,50.0,2,,False,False,False,False,False,False,False,False,True,False,True,False,False,1
1,1,25000.0,87.0,,,,,,1,2,1,40.0,1111,,False,False,False,False,False,False,False,False,True,False,False,True,False,1
1,1,685000.0,305.0,33.0,58.88,4.5,1165000.0,360.0,1,32,1,50.0,2,0.436,False,False,False,False,False,False,False,False,True,False,True,False,False,1
3,1,125000.0,153.0,37.0,82.83,,475000.0,355.0,1,2,1,60.0,2,,False,False,False,False,False,False,False,False,True,False,True,False,False,1
5,2,145000.0,117.0,,,,,360.0,2,32,1,30.0,2,,False,False,False,False,False,False,False,False,True,False,True,False,False,1
1,1,45000.0,199.0,25.0,36.0,4.0,125000.0,120.0,1,1,2,30.0,2,0.365,False,False,False,False,False,False,False,False,True,False,True,False,False,1
1,1,185000.0,133.0,44.0,76.498,4.89,675000.0,360.0,1,2,1,50.0,2,0.5,False,False,True,False,False,False,False,False,False,False,True,False,False,1
1,1,85000.0,44.0,25.0,90.0,4.875,95000.0,360.0,1,1,1,23.0,2,1.377,False,False,False,False,False,False,False,False,True,False,False,True,False,1
1,1,35000.0,97.0,10.0,107.0,,355000.0,120.0,1,1,1,30.0,2,,False,False,False,False,False,False,False,False,True,False,False,True,False,1
1,1,1335000.0,1358.0,10.0,68.21,3.0,1955000.0,360.0,1,31,2,40.0,2,-0.589,False,False,False,False,False,False,False,True,False,False,True,False,False,1
3,1,55000.0,132.0,25.0,46.01,,505000.0,361.0,1,2,1,50.0,2,,False,False,False,False,False,False,False,False,True,True,False,False,False,1
1,1,555000.0,260.0,25.0,75.342,3.5,735000.0,360.0,1,31,1,30.0,2,-0.084,False,False,False,False,False,False,False,False,True,False,False,True,False,1
1,1,705000.0,,38.0,57.96,4.075,1475000.0,360.0,1,31,1,50.0,2,0.003,False,False,False,False,False,False,False,False,True,False,True,False,False,1
3,1,245000.0,116.0,,,,,,1,1,1,30.0,1111,,False,False,False,False,False,False,False,False,True,False,True,False,False,1
3,1,55000.0,197.0,33.0,93.48,,485000.0,240.0,1,2,1,30.0,2,,False,False,False,False,False,False,False,False,True,False,True,False,False,1
3,1,45000.0,210.0,36.0,83.297,,255000.0,240.0,1,2,1,40.0,2,,False,False,False,False,False,False,False,False,True,False,True,False,False,1
1,1,25000.0,,25.0,65.34,3.99,125000.0,360.0,1,4,1,40.0,2,-0.41,False,False,False,False,False,False,False,False,True,True,False,False,False,1
1,1,515000.0,227.0,42.0,79.98,4.25,905000.0,355.0,1,31,1,50.0,2,0.01,False,False,False,False,False,False,False,False,True,False,False,True,False,1
2,1,95000.0,212.0,10.0,98.866,5.25,415000.0,,1,2,1,40.0,2,,False,False,False,False,False,False,False,False,True,False,False,True,False,1
1,1,195000.0,118.0,33.0,80.0,3.85,245000.0,180.0,1,2,1,30.0,2,0.705,False,False,False,False,False,False,False,False,True,False,True,False,False,1
1,1,145000.0,185.0,10.0,38.0,3.875,385000.0,180.0,1,31,1,30.0,2,1.10234,False,False,False,False,False,False,False,False,True,True,False,False,False,1
1,1,1285000.0,1816.0,10.0,26.18,2.85,4905000.0,360.0,1,31,1,60.0,2,-0.517,False,False,False,False,False,False,False,False,True,False,True,False,False,1
1,1,155000.0,379.0,10.0,61.138,1.99,575000.0,360.0,1,2,1,60.0,2,-2.27,False,False,False,False,False,False,False,False,True,False,False,True,False,1
1,3,415000.0,176.0,25.0,80.0,3.375,515000.0,360.0,3,1,1,30.0,2,-0.271,False,False,False,False,False,False,False,False,True,False,True,False,False,1
1,1,685000.0,252.0,38.0,58.298,3.75,1175000.0,300.0,1,31,1,50.0,2,0.163,False,False,False,False,False,False,False,False,True,False,True,False,False,1
1,1,275000.0,128.0,33.0,,3.625,,276.0,1,4,1,50.0,2,,False,False,False,False,False,False,False,False,True,True,False,False,False,1
3,1,2005000.0,448.0,65.0,68.966,,2905000.0,360.0,1,31,1,40.0,2,,False,False,False,False,False,False,False,True,False,False,True,False,False,1
1,1,65000.0,121.0,44.0,78.525,4.95,405000.0,360.0,1,32,1,50.0,2,,False,False,False,False,False,False,False,False,True,False,True,False,False,1
5,1,225000.0,,,,,,300.0,1,4,2,60.0,2,,False,False,False,False,False,False,False,False,True,False,True,False,False,1
1,1,105000.0,316.0,25.0,73.632,2.99,435000.0,120.0,1,4,1,50.0,2,-0.39,False,False,False,False,False,False,False,False,True,False,False,True,False,1
3,1,385000.0,217.0,25.0,63.63,,605000.0,360.0,1,32,1,40.0,2,,False,False,False,False,False,False,False,False,True,False,False,True,False,1
1,1,305000.0,93.0,43.0,46.875,4.375,645000.0,360.0,1,32,1,40.0,2,0.162,False,False,False,False,False,False,False,False,True,False,True,False,False,1
1,1,575000.0,241.0,46.0,77.769,4.5,735000.0,360.0,1,31,1,40.0,2,0.681,False,False,False,False,False,False,False,False,True,False,True,False,False,1
1,1,125000.0,93.0,10.0,64.47,4.0,195000.0,360.0,1,31,1,40.0,2,0.351,False,False,False,False,False,False,False,False,True,False,True,False,False,1
3,1,185000.0,,10.0,44.44,,405000.0,180.0,1,31,1,40.0,2,,False,False,False,False,False,False,False,False,True,False,True,False,False,1
1,1,25000.0,86.0,10.0,15.06,3.9,165000.0,180.0,1,2,1,70.0,2,0.19,False,False,False,False,False,False,False,False,True,False,True,False,False,1
3,1,135000.0,118.0,25.0,90.0,,145000.0,240.0,1,1,2,40.0,2,,False,False,False,False,False,False,False,False,True,False,True,False,False,1
1,1,255000.0,137.0,44.0,69.407,5.09,565000.0,360.0,1,2,1,40.0,2,0.48,False,False,False,False,False,False,False,False,True,False,True,False,False,1
3,1,15000.0,82.0,10.0,74.46,,325000.0,240.0,1,2,1,40.0,2,,False,False,False,False,False,False,False,False,True,False,False,True,False,1
1,1,55000.0,125.0,36.0,79.99,4.49,365000.0,360.0,1,4,1,50.0,2,-0.69,False,False,False,False,False,False,False,False,True,False,False,True,False,1
1,1,155000.0,289.0,10.0,44.11,3.74,345000.0,180.0,1,2,1,50.0,2,0.65,False,False,False,False,False,False,False,False,True,False,True,False,False,1
1,1,1475000.0,286.0,33.0,70.0,3.125,2105000.0,360.0,1,32,1,40.0,2,-0.366,False,False,False,False,False,False,False,False,True,False,False,True,False,1
1,1,505000.0,354.0,25.0,56.29,5.0,2805000.0,300.0,1,4,1,40.0,2,-0.285,False,False,False,False,False,False,False,False,True,False,False,True,False,1
3,1,85000.0,250.0,25.0,75.021,,605000.0,360.0,1,32,1,60.0,2,,False,False,False,False,False,False,False,False,True,False,True,False,False,1
4,1,135000.0,177.0,,,,,,1,4,2,60.0,2,,False,False,False,False,False,False,False,False,True,False,True,False,False,1
3,1,25000.0,175.0,36.0,84.634,,435000.0,120.0,1,2,1,40.0,2,,False,False,False,False,False,False,False,False,True,False,True,False,False,1
1,1,355000.0,145.0,37.0,56.32,4.25,625000.0,240.0,1,32,1,40.0,2,0.657,False,False,False,False,False,False,False,False,True,False,True,False,False,1
1,1,705000.0,374.0,,,,,,1,1,1,50.0,1111,,False,False,False,False,False,False,False,False,True,False,True,False,False,1
4,1,25000.0,77.0,,,,,120.0,1,2,1,40.0,2,,False,False,False,False,False,False,False,False,True,False,False,True,False,1
3,1,355000.0,205.0,33.0,,,655000.0,360.0,1,32,1,50.0,2,,False,False,False,False,False,False,False,False,True,False,True,False,False,1
3,3,105000.0,123.0,10.0,100.0,,,360.0,3,1,1,40.0,2,,False,False,False,False,False,False,False,False,True,True,False,False,False,1
1,1,375000.0,192.0,25.0,75.0,4.875,505000.0,360.0,1,32,1,50.0,2,0.823,False,False,False,False,False,False,False,False,True,False,True,False,False,1
1,1,15000.0,98.0,25.0,46.523,5.0,155000.0,240.0,1,2,1,50.0,2,0.49,False,False,False,False,False,False,False,False,True,False,True,False,False,1
1,1,35000.0,75.0,41.0,59.84,4.0,245000.0,60.0,1,32,1,40.0,2,0.639,False,False,False,False,False,False,False,False,True,False,True,False,False,1
1,1,605000.0,1153.0,10.0,64.14,3.74,1505000.0,360.0,1,4,1,50.0,2,-0.66,False,False,False,False,False,False,False,False,True,False,False,True,False,1
1,1,525000.0,179.0,37.0,80.0,4.375,655000.0,360.0,1,32,1,40.0,2,0.004,False,False,False,False,False,False,False,False,True,False,True,False,False,1
1,1,255000.0,118.0,25.0,59.558,4.125,425000.0,360.0,1,31,1,40.0,2,0.108,False,False,False,False,False,False,False,False,True,True,False,False,False,1
1,1,395000.0,182.0,25.0,60.0,3.5,655000.0,180.0,1,31,1,50.0,2,0.39,False,False,False,False,False,False,False,False,True,False,True,False,False,1
1,1,145000.0,116.0,25.0,13.116,2.75,1075000.0,120.0,1,31,1,50.0,2,-0.833,False,False,False,False,False,False,False,False,True,False,True,False,False,1
1,2,415000.0,172.0,40.0,86.487,4.75,475000.0,360.0,2,31,1,40.0,2,1.355,False,False,False,False,False,False,False,False,True,False,True,False,False,1
3,1,35000.0,72.0,25.0,7.97,,435000.0,360.0,1,2,1,70.0,2,,False,False,False,False,False,False,False,True,False,False,True,False,False,1
1,1,195000.0,455.0,10.0,79.495,1.99,675000.0,,1,2,1,50.0,2,,False,False,False,False,False,False,False,False,True,True,False,False,False,1
2,1,1005000.0,1432.0,10.0,57.15,2.75,1755000.0,360.0,1,4,2,40.0,2,-0.871,False,False,False,False,False,False,False,False,True,False,False,True,False,1
3,1,55000.0,1116.0,10.0,14.286,,705000.0,360.0,1,2,1,50.0,2,,False,False,False,True,False,False,False,False,False,True,False,False,False,1
3,1,115000.0,74.0,,,,,,1,31,1,40.0,1111,,False,False,False,False,False,False,False,False,True,True,False,False,False,1
3,1,105000.0,,,,,515000.0,180.0,1,4,1,40.0,2,,False,False,False,False,False,False,False,False,True,False,False,True,False,1
3,2,595000.0,263.0,39.0,92.0,,655000.0,180.0,2,32,1,50.0,2,,False,False,False,False,False,False,False,False,True,False,True,False,False,1
3,1,65000.0,246.0,25.0,106.387,,255000.0,,1,4,1,40.0,2,,False,False,False,False,False,False,False,False,True,False,True,False,False,1
1,1,215000.0,102.0,25.0,45.0,4.75,495000.0,360.0,1,32,1,40.0,2,0.34507,False,False,False,False,False,False,False,False,True,False,False,True,False,1
1,1,4345000.0,5952.0,10.0,80.0,3.5,5425000.0,360.0,1,31,1,40.0,2,-0.997,False,False,False,False,False,False,False,True,False,False,False,False,True,1
1,1,155000.0,617.0,10.0,11.17,5.25,1375000.0,240.0,1,32,1,50.0,2,0.012,False,False,False,False,False,True,False,False,False,False,True,False,False,1
1,1,215000.0,208.0,25.0,44.49,4.15,475000.0,180.0,1,31,1,60.0,2,0.21,False,False,False,False,False,False,False,False,True,False,True,False,False,1
1,1,655000.0,166.0,36.0,54.17,3.5,1205000.0,360.0,1,4,1,50.0,2,0.204,False,False,False,False,False,True,False,False,False,False,True,False,False,1
4,3,245000.0,111.0,,,,,360.0,3,31,1,40.0,2,,False,False,False,False,False,False,False,False,True,True,False,False,False,1
1,1,55000.0,206.0,10.0,72.82,4.4,355000.0,180.0,1,2,1,50.0,2,0.33,False,False,False,False,False,False,False,False,True,False,True,False,False,1
1,1,485000.0,130.0,47.0,80.0,4.375,605000.0,360.0,1,32,1,40.0,2,0.202,False,False,False,False,False,False,False,False,True,False,True,False,False,1
3,1,155000.0,266.0,25.0,67.193,,675000.0,240.0,1,4,1,30.0,2,,False,False,False,False,False,False,False,False,True,False,True,False,False,1
1,1,205000.0,175.0,25.0,64.731,4.125,305000.0,120.0,1,31,1,50.0,2,0.375,False,False,False,False,False,False,False,False,True,False,True,False,False,1
1,1,85000.0,49.0,,,,,,1,31,1,40.0,1111,,False,False,False,False,False,False,False,False,True,True,False,False,False,1
3,4,125000.0,50.0,33.0,96.97,,125000.0,360.0,4,1,1,30.0,2,,False,False,False,False,False,False,False,False,True,False,True,False,False,1
1,1,105000.0,192.0,,,,,,1,32,1,50.0,1111,,False,False,False,False,False,False,False,False,True,False,True,False,False,1
1,1,1465000.0,465.0,25.0,80.0,2.625,1835000.0,360.0,1,31,1,40.0,2,-0.747,False,False,False,False,False,False,False,True,False,False,False,True,False,1
1,2,35000.0,,,,4.125,,259.0,2,4,1,40.0,2,,False,False,False,False,False,False,False,False,True,False,False,True,False,1
1,1,205000.0,252.0,33.0,71.706,5.39,745000.0,360.0,1,2,1,50.0,2,0.73,False,False,False,False,False,True,False,False,False,False,True,False,False,1
3,2,5000.0,97.0,,,,,360.0,2,32,1,50.0,2,,False,False,False,False,False,True,False,False,False,False,True,False,False,1
3,1,255000.0,,10.0,13.45,,1855000.0,360.0,1,4,1,60.0,2,,False,False,False,False,False,False,False,False,True,False,True,False,False,1
1,1,415000.0,155.0,33.0,48.84,3.75,865000.0,360.0,1,32,1,60.0,2,-0.185,False,False,False,False,False,False,False,False,True,False,True,False,False,1
1,1,55000.0,96.0,33.0,89.99,5.5,135000.0,360.0,1,2,1,50.0,2,0.36,False,False,False,False,False,False,False,False,True,False,True,False,False,1
3,1,55000.0,200.0,33.0,57.33,,375000.0,360.0,1,2,1,60.0,2,,False,False,False,False,False,False,False,False,True,False,True,False,False,1
1,1,205000.0,229.0,33.0,60.48,3.74,765000.0,360.0,1,4,1,50.0,2,-0.71,False,False,True,False,False,False,False,False,False,False,True,False,False,1
1,2,645000.0,341.0,33.0,85.0,4.25,745000.0,360.0,2,32,1,40.0,2,0.749,False,False,False,False,False,False,False,False,True,False,True,False,False,1
1,1,255000.0,1231.0,10.0,6.9,4.8,3605000.0,480.0,1,2,1,50.0,2,0.35,False,False,False,False,False,False,False,False,True,False,False,True,False,1
1,2,375000.0,121.0,41.0,96.5,4.375,375000.0,360.0,2,1,1,30.0,2,1.123,False,False,False,False,False,False,False,False,True,False,True,False,False,1
1,2,535000.0,223.0,25.0,98.189,4.0,545000.0,360.0,2,1,1,30.0,2,0.844,False,False,True,False,False,False,False,False,False,False,True,False,False,1
1,1,205000.0,57.0,,,,,,1,1,1,30.0,1111,,False,False,False,False,False,False,False,False,True,True,False,False,False,1
1,1,1795000.0,490.0,38.0,80.0,3.0,2455000.0,360.0,1,31,1,40.0,2,-0.416,False,False,False,False,False,False,False,True,False,False,True,False,False,1
1,1,605000.0,257.0,,,,,,1,1,1,40.0,1111,,False,False,False,False,False,False,False,False,True,False,True,False,False,1
3,1,165000.0,0.0,10.0,53.333,,305000.0,360.0,1,31,1,40.0,2,,False,False,False,False,False,False,False,False,True,False,False,True,False,1
1,1,55000.0,67.0,44.0,88.74,4.95,245000.0,360.0,1,32,1,50.0,2,,False,False,False,False,False,False,False,False,True,False,True,False,False,1
3,1,155000.0,800.0,10.0,75.0,,2005000.0,360.0,1,2,1,60.0,2,,False,False,False,False,False,False,False,False,True,False,False,True,False,1
1,1,325000.0,96.0,33.0,34.973,3.75,915000.0,360.0,1,32,1,60.0,2,0.283,False,False,False,False,False,False,False,False,True,False,True,False,False,1
1,1,365000.0,211.0,25.0,51.429,3.5,705000.0,180.0,1,31,1,50.0,2,0.317,False,False,False,False,False,True,False,False,False,False,True,False,False,1
4,3,105000.0,110.0,,,,,360.0,3,31,1,60.0,2,,False,False,False,False,False,False,False,False,True,False,True,False,False,1
1,1,45000.0,126.0,,,,,,1,2,1,50.0,1111,,False,False,False,False,False,False,False,False,True,False,True,False,False,1
3,1,95000.0,112.0,33.0,68.08,,445000.0,360.0,1,2,1,50.0,2,,False,False,False,False,False,False,False,False,True,False,False,True,False,1
1,1,415000.0,514.0,25.0,52.38,3.1,805000.0,360.0,1,31,1,40.0,2,-0.489,False,False,False,False,False,False,False,False,True,False,True,False,False,1
3,1,85000.0,118.0,25.0,17.78,,455000.0,361.0,1,4,1,50.0,2,,False,False,False,False,False,False,False,False,True,False,True,False,False,1
1,1,1365000.0,309.0,38.0,42.0,4.5,3255000.0,360.0,1,32,1,30.0,2,1.2,False,False,False,False,False,False,False,False,True,False,False,True,False,1
1,1,35000.0,100.0,33.0,44.13,4.49,365000.0,360.0,1,2,1,50.0,2,-0.71,False,False,False,False,False,False,False,False,True,True,False,False,False,1
6,1,525000.0,165.0,,,4.875,915000.0,360.0,1,31,1,30.0,2,,False,False,False,False,False,False,False,False,True,False,False,True,False,1
1,3,185000.0,94.0,25.0,94.92,4.625,185000.0,360.0,3,1,1,30.0,2,0.3205,False,False,False,False,False,False,False,False,True,False,False,True,False,1
1,1,535000.0,188.0,25.0,75.0,3.875,715000.0,360.0,1,32,1,40.0,2,0.362,False,False,False,False,False,False,False,False,True,False,False,True,False,1
1,2,315000.0,197.0,33.0,96.5,4.25,325000.0,360.0,2,1,1,40.0,2,1.3962,False,False,False,False,False,False,False,False,True,False,True,False,False,1
3,1,25000.0,93.0,33.0,54.48,,185000.0,360.0,1,2,1,70.0,2,,False,False,False,False,False,False,False,False,True,False,True,False,False,1
1,1,465000.0,244.0,37.0,35.615,4.0,1305000.0,360.0,1,31,1,40.0,2,-0.402,False,False,False,True,False,False,False,False,False,False,True,False,False,1
3,2,105000.0,30.0,10.0,96.15,,105000.0,360.0,2,1,1,30.0,2,,False,False,False,False,False,False,False,True,False,True,False,False,False,1
3,1,55000.0,1964.0,10.0,5.882,,855000.0,360.0,1,4,1,60.0,2,,False,False,False,False,False,False,False,False,True,False,False,True,False,1
1,1,845000.0,1654.0,10.0,62.222,3.875,1355000.0,360.0,1,31,1,50.0,2,-0.294,False,False,False,False,False,False,False,False,True,False,False,True,False,1
1,1,2285000.0,5122.0,10.0,55.0,3.25,8705000.0,360.0,1,31,2,60.0,2,-0.271,False,False,False,False,False,False,False,False,True,False,False,False,True,1
4,3,385000.0,319.0,,,,,360.0,3,1,1,50.0,2,,False,False,False,False,False,False,False,False,True,False,True,False,False,1
3,1,85000.0,65.0,,25.758,,335000.0,120.0,1,4,1,40.0,2,,False,False,False,False,False,False,False,False,True,True,False,False,False,1
1,1,1125000.0,405.0,25.0,74.76,3.375,1505000.0,360.0,1,32,1,40.0,2,-0.264,False,False,False,False,False,False,False,False,True,True,False,False,False,1
2,1,235000.0,178.0,25.0,50.22,4.625,465000.0,240.0,1,32,1,40.0,2,0.867,False,False,False,False,False,False,False,False,True,False,True,False,False,1
3,1,35000.0,70.0,39.0,72.51,,185000.0,360.0,1,2,1,30.0,2,,False,False,False,False,False,False,False,False,True,False,False,True,False,1
1,1,155000.0,52.0,33.0,79.58,5.3,195000.0,360.0,1,31,1,30.0,2,1.124,False,False,False,False,False,False,False,False,True,False,True,False,False,1
1,1,255000.0,446.0,25.0,77.2,4.8,1205000.0,480.0,1,2,1,40.0,2,0.7,False,False,True,False,False,False,False,False,False,False,False,True,False,1
3,1,45000.0,89.0,,,,,,1,4,1,60.0,1111,,False,False,False,False,False,False,False,False,True,False,True,False,False,1
3,1,255000.0,215.0,10.0,41.67,,605000.0,360.0,1,4,1,60.0,2,,False,False,False,False,False,False,False,True,False,False,True,False,False,1
3,1,45000.0,270.0,25.0,85.052,,485000.0,120.0,1,31,1,50.0,2,,False,False,False,False,False,False,False,False,True,False,True,False,False,1
3,1,95000.0,210.0,38.0,110.13,,355000.0,180.0,1,4,1,40.0,2,,False,False,False,False,False,False,False,False,True,False,True,False,False,1
3,1,15000.0,47.0,39.0,84.0,,175000.0,300.0,1,4,1,30.0,2,,False,False,False,False,False,False,False,False,True,False,False,True,False,1
4,1,35000.0,149.0,,,,,120.0,1,1,1,30.0,2,,False,False,False,False,False,False,False,False,True,False,True,False,False,1
1,1,85000.0,181.0,33.0,66.68,3.5,295000.0,300.0,1,2,1,50.0,2,-1.43,False,False,False,False,False,False,False,False,True,False,True,False,False,1
1,1,75000.0,81.0,25.0,37.5,3.49,205000.0,360.0,1,2,1,50.0,2,-1.55,False,False,False,False,False,False,False,False,True,True,False,False,False,1
1,2,135000.0,43.0,25.0,96.48,5.0,135000.0,360.0,2,1,1,23.0,2,1.199,False,False,False,False,False,False,False,False,True,False,False,True,False,1
1,1,575000.0,237.0,33.0,66.18,3.5,865000.0,360.0,1,31,1,50.0,2,-0.054,False,False,False,False,False,False,False,False,True,False,True,False,False,1
1,1,1005000.0,321.0,33.0,56.52,3.25,1785000.0,360.0,1,31,1,40.0,2,-0.52026,False,False,False,False,False,False,False,False,True,False,True,False,False,1
1,1,205000.0,247.0,33.0,30.303,3.625,665000.0,180.0,1,32,1,40.0,2,-0.072,False,False,False,False,False,False,False,False,True,False,True,False,False,1
1,1,1995000.0,450.0,49.0,62.34,3.125,3205000.0,360.0,1,31,1,50.0,2,-0.43,False,False,False,False,False,False,False,False,True,False,False,True,False,1
1,1,605000.0,517.0,25.0,26.374,3.0,2275000.0,360.0,1,31,2,70.0,2,-0.698,False,False,False,False,False,False,False,False,True,False,True,False,False,1
3,1,55000.0,75.0,25.0,14.286,,355000.0,120.0,1,2,1,50.0,2,,False,False,False,False,False,False,False,False,True,False,True,False,False,1
1,1,1185000.0,1196.0,10.0,77.0,3.875,1545000.0,360.0,1,31,1,30.0,2,0.033,False,False,False,False,False,False,False,True,False,False,False,True,False,1
1,1,505000.0,771.0,33.0,83.46,3.99,3005000.0,360.0,1,4,1,40.0,2,-0.6,False,False,False,False,False,True,False,False,False,False,True,False,False,1
1,1,65000.0,200.0,25.0,64.498,3.49,245000.0,,1,4,1,40.0,2,-1.44,False,False,False,False,False,False,False,False,True,False,True,False,False,1
3,1,35000.0,192.0,25.0,90.16,,445000.0,360.0,1,2,1,40.0,2,,False,False,False,False,False,False,False,False,True,False,True,False,False,1
1,1,75000.0,34.0,,,,,,1,1,1,40.0,1111,,False,False,False,False,False,False,False,False,True,True,False,False,False,1
1,2,345000.0,,10.0,97.096,3.625,355000.0,360.0,2,31,1,40.0,2,1.11,False,False,False,False,False,False,False,False,True,False,True,False,False,1
1,1,195000.0,151.0,,,,,,1,1,2,30.0,1111,,False,False,False,False,False,False,False,False,True,False,True,False,False,1
1,1,145000.0,92.0,25.0,30.206,3.5,485000.0,240.0,1,32,1,60.0,2,0.409,False,False,False,False,False,False,False,False,True,True,False,False,False,1
1,1,415000.0,263.0,25.0,47.474,4.5,875000.0,360.0,1,31,1,40.0,2,0.253,False,False,False,False,False,True,False,False,False,False,True,False,False,1
1,1,205000.0,267.0,10.0,24.39,3.99,825000.0,360.0,1,31,1,60.0,2,-1.04,False,False,False,False,False,False,False,False,True,False,False,True,False,1
1,2,515000.0,175.0,33.0,85.0,4.5,605000.0,360.0,2,31,1,50.0,2,0.804,False,False,False,False,False,False,False,False,True,False,True,False,False,1
1,1,425000.0,81.0,44.0,59.0,4.5,735000.0,360.0,1,32,1,50.0,2,0.17863,False,False,False,False,False,False,False,False,True,True,False,False,False,1
1,1,695000.0,321.0,33.0,70.2,3.75,995000.0,360.0,1,32,1,60.0,2,-0.3009,False,False,False,False,False,False,False,False,True,False,True,False,False,1
1,1,1155000.0,390.0,25.0,54.76,2.75,2105000.0,360.0,1,4,1,50.0,2,-0.439,False,False,False,False,False,False,False,True,False,False,False,True,False,1
1,1,1235000.0,594.0,10.0,72.353,3.125,1705000.0,360.0,1,31,1,40.0,2,-0.271,False,False,True,False,False,False,False,False,False,False,False,True,False,1
